gene,p_value,high_median_survival,low_median_survival
PDZD4,0.19252666766751428,72.0,72.0
TMEM175,0.19252666766751428,72.0,72.0
DUSP6,0.19252666766751428,72.0,72.0
NCRNA00183,0.19252666766751428,72.0,72.0
TOLLIP,0.19252666766751428,72.0,72.0
ZNF462,0.19252666766751428,72.0,72.0
KLK11,0.19252666766751428,72.0,72.0
CTNS,0.19252666766751428,72.0,72.0
FAM166B,0.19252666766751428,72.0,72.0
SHISA4,0.19252666766751428,72.0,72.0
PURA,0.19252666766751428,72.0,72.0
PACRG,0.19252666766751428,72.0,72.0
AFAP1L2,0.19252666766751428,72.0,72.0
TMX2-CTNND1,0.19252666766751428,72.0,72.0
RAB11FIP3,0.19252666766751428,72.0,72.0
CTNND1,0.19252666766751428,72.0,72.0
CASC3,0.19252666766751428,72.0,72.0
AXIN2,0.19252666766751428,72.0,72.0
NCKIPSD,0.19252666766751428,72.0,72.0
CDSN,0.19252666766751428,72.0,72.0
LOC729013,0.19252666766751428,72.0,72.0
KIAA0895L,0.19252666766751428,72.0,72.0
MLC1,0.19252666766751428,72.0,72.0
OXR1,0.19252666766751428,72.0,72.0
P2RX2,0.19252666766751428,72.0,72.0
ACSM1,0.19252666766751428,72.0,72.0
SPNS1,0.19252666766751428,72.0,72.0
ROR1,0.19252666766751428,72.0,72.0
PLD3,0.19252666766751428,72.0,72.0
LBH,0.19252666766751428,72.0,72.0
ABHD2,0.19252666766751428,72.0,72.0
RCN2,0.19280166986662545,72.0,72.0
GNG5,0.19294151348006028,72.0,72.0
MGLL,0.19294151348006028,72.0,72.0
LETMD1,0.19297290914516674,72.0,72.0
NCRNA00263,0.192975315197696,72.0,72.0
TNFSF4,0.192975315197696,72.0,72.0
FUCA2,0.192975315197696,72.0,72.0
LSM2,0.192975315197696,72.0,72.0
HSPA9,0.192975315197696,72.0,72.0
KDM4A,0.192975315197696,72.0,72.0
GJA1,0.192975315197696,72.0,72.0
C9orf40,0.192975315197696,72.0,72.0
RABEPK,0.192975315197696,72.0,72.0
ELAVL1,0.192975315197696,72.0,72.0
HES6,0.19330647548455931,72.0,72.0
HPS5,0.19341981725161833,72.0,72.0
PSMB6,0.19351359343714555,72.0,72.0
ZP3,0.19351359343714555,72.0,72.0
SRXN1,0.19351359343714555,72.0,72.0
FANCG,0.19388469526369684,72.0,72.0
MED10,0.1942540697058558,72.0,72.0
SHFM1,0.1942540697058558,72.0,72.0
PSEN1,0.1942540697058558,72.0,72.0
PSRC1,0.1942540697058558,72.0,72.0
ZSCAN5A,0.1942540697058558,72.0,72.0
HCG26,0.1942540697058558,72.0,72.0
CLDN3,0.1942540697058558,72.0,72.0
NR2F6,0.1942540697058558,72.0,72.0
HNRNPUL1,0.1942540697058558,72.0,72.0
SLC6A9,0.1942540697058558,72.0,72.0
COPS6,0.1942540697058558,72.0,72.0
RRP1,0.1942540697058558,72.0,72.0
LOC401588,0.19439569761378744,72.0,72.0
RAB39,0.19611964727712766,72.0,72.0
CHAC2,0.19611964727712766,72.0,72.0
RS1,0.19678342073506086,72.0,72.0
TANC1,0.19679554278851574,72.0,72.0
MCTS1,0.19679554278851574,72.0,72.0
ZNF267,0.1973349725704852,72.0,72.0
XRRA1,0.19740301873259272,72.0,72.0
RADIL,0.19740301873259272,72.0,72.0
ZDHHC11,0.19740301873259272,72.0,72.0
STUB1,0.19740301873259272,72.0,72.0
RGNEF,0.19740301873259272,72.0,72.0
RASSF9,0.19740301873259272,72.0,72.0
PSMD13,0.19740301873259272,72.0,72.0
CPM,0.1974162915934655,72.0,72.0
KCTD18,0.1974162915934655,72.0,72.0
ZNF248,0.1974162915934655,72.0,72.0
LOC220729,0.1974162915934655,72.0,72.0
PTN,0.1974162915934655,72.0,72.0
PDE8B,0.1974162915934655,72.0,72.0
SBDS,0.1974162915934655,72.0,72.0
PEAR1,0.1974162915934655,72.0,72.0
SNORA48,0.19785816177373972,72.0,72.0
LOC100190986,0.19785816177373972,72.0,72.0
TRMT12,0.19785816177373972,72.0,72.0
LOC100499467,0.19785816177373972,72.0,72.0
SMS,0.19785816177373972,72.0,72.0
TIRAP,0.19785816177373972,72.0,72.0
TRIM47,0.19788380100156103,72.0,72.0
CEBPD,0.19788380100156103,72.0,72.0
LRRFIP1,0.19788380100156103,72.0,72.0
PTPRN2,0.19788380100156103,72.0,72.0
AVPI1,0.19788380100156103,72.0,72.0
ZMYND15,0.19788380100156103,72.0,72.0
RNF182,0.19810120772187662,72.0,72.0
LOC100130950,0.19858197651518705,72.0,72.0
LCMT2,0.19858197651518705,72.0,72.0
ZNF233,0.19858197651518705,72.0,72.0
CCDC28A,0.19860942731719697,72.0,72.0
THUMPD2,0.19860942731719697,72.0,72.0
TXNRD1,0.19873790952176956,72.0,72.0
NUCB2,0.19873790952176956,72.0,72.0
PLSCR1,0.19873790952176956,72.0,72.0
PLXDC1,0.19873790952176956,72.0,72.0
EBNA1BP2,0.19873790952176956,72.0,78.0
ZBP1,0.19873790952176956,72.0,72.0
TATDN1,0.19873790952176956,72.0,72.0
PAK4,0.1988190796524238,72.0,72.0
FUT10,0.1988190796524238,72.0,72.0
CNIH4,0.1988740573983808,72.0,72.0
THEM5,0.1988740573983808,72.0,72.0
LOC339803,0.1988740573983808,72.0,72.0
TRPT1,0.19916168079872362,72.0,72.0
PIGL,0.19916168079872362,72.0,72.0
SLC35B3,0.19916168079872362,72.0,72.0
PRPSAP2,0.19916168079872362,72.0,72.0
TMEM102,0.19916168079872362,72.0,72.0
TIMM17B,0.19916168079872362,72.0,72.0
WBSCR22,0.19916168079872362,72.0,72.0
AURKA,0.19916168079872362,72.0,72.0
NCAPD2,0.19916168079872362,72.0,72.0
TSEN2,0.19916168079872362,72.0,72.0
RRP36,0.19916168079872362,72.0,72.0
APITD1-CORT,0.19916168079872362,72.0,72.0
STK39,0.19916168079872362,72.0,72.0
C6orf129,0.19916168079872362,72.0,72.0
ZFAND1,0.19916168079872362,72.0,72.0
C19orf73,0.19916168079872362,72.0,72.0
CCT3,0.19916168079872362,72.0,72.0
B9D1,0.19916168079872362,72.0,78.0
METAP2,0.19916168079872362,72.0,72.0
WRAP53,0.19916168079872362,72.0,72.0
RCE1,0.19916168079872362,72.0,72.0
POLE,0.19916168079872362,72.0,72.0
MANF,0.19916168079872362,72.0,72.0
SORD,0.19916168079872362,72.0,72.0
TASP1,0.19916168079872362,72.0,72.0
C4A,0.19916168079872362,72.0,72.0
C4B,0.19916168079872362,72.0,72.0
RPN2,0.19916168079872362,72.0,72.0
ANXA8,0.19918710878433177,72.0,72.0
LEF1,0.19919097302707303,72.0,72.0
3-Mar,0.19919097302707303,72.0,72.0
TSPAN9,0.1994745105475154,72.0,72.0
GNB3,0.19949907200080852,72.0,72.0
CRAT,0.19995087119729343,72.0,72.0
RFX7,0.20016806387384387,72.0,72.0
TMEM204,0.20174829714311862,72.0,72.0
IKZF4,0.20174829714311862,72.0,72.0
SKI,0.20175329621349702,72.0,72.0
C17orf82,0.20191377525017015,72.0,72.0
NUP93,0.2023432232596431,72.0,72.0
CLDN5,0.20240996005092796,72.0,72.0
FAM107A,0.20240996005092796,72.0,72.0
EFEMP1,0.20240996005092796,72.0,72.0
FAM150B,0.20240996005092796,72.0,72.0
RPL15,0.20240996005092796,72.0,72.0
GDF10,0.20240996005092796,72.0,72.0
REM1,0.20240996005092796,72.0,72.0
MCRS1,0.20240996005092796,72.0,72.0
ATF7,0.20240996005092796,72.0,72.0
NSMCE4A,0.20240996005092796,72.0,72.0
SYTL1,0.20240996005092796,72.0,72.0
SLC6A12,0.20240996005092796,72.0,72.0
GPD1,0.20240996005092796,72.0,72.0
MXD4,0.20240996005092796,72.0,72.0
WNT10A,0.20240996005092796,72.0,72.0
GRASP,0.20240996005092796,72.0,72.0
DNASE2B,0.20240996005092796,72.0,72.0
EXD3,0.20240996005092796,72.0,72.0
TNNI3K,0.20240996005092796,72.0,72.0
NINJ2,0.20240996005092796,72.0,72.0
SCAMP2,0.20240996005092796,72.0,72.0
MAP3K6,0.20240996005092796,72.0,72.0
ROBO4,0.20240996005092796,72.0,72.0
MPG,0.20285547630976175,72.0,72.0
PNPLA2,0.20308398337794545,72.0,72.0
ZRSR2,0.20308398337794545,72.0,72.0
APBB3,0.20308398337794545,72.0,72.0
CROCCP3,0.2033133131621157,72.0,72.0
PPAN-P2RY11,0.20357040327065104,72.0,72.0
CSNK1G1,0.20364580810428826,72.0,72.0
ZNF100,0.20364580810428826,72.0,72.0
PAICS,0.20372845457238742,72.0,78.0
C1orf43,0.20372845457238742,72.0,72.0
SYTL5,0.20372845457238742,72.0,72.0
APLN,0.20372845457238742,72.0,72.0
DNAH11,0.20372845457238742,72.0,72.0
SHISA3,0.20383847655583787,72.0,72.0
DND1,0.20383847655583787,72.0,72.0
KIAA1539,0.20383847655583787,72.0,72.0
EPC1,0.20383847655583787,84.0,72.0
RPS4X,0.20383847655583787,72.0,72.0
CYFIP1,0.20383847655583787,72.0,72.0
ZBTB16,0.20383847655583787,72.0,72.0
NBEAL2,0.20383847655583787,72.0,72.0
AGPAT3,0.20383847655583787,72.0,72.0
CNBP,0.20383847655583787,72.0,72.0
PTPRR,0.20383847655583787,72.0,72.0
KCNK3,0.20383847655583787,72.0,72.0
MOBKL2B,0.20383847655583787,72.0,72.0
SNORA8,0.20383847655583787,72.0,72.0
GUK1,0.20383847655583787,72.0,72.0
GATA3,0.20383847655583787,72.0,72.0
MST1R,0.20383847655583787,72.0,72.0
CLUAP1,0.20383847655583787,72.0,72.0
SNAPC4,0.20412983095449852,72.0,72.0
BECN1,0.20412983095449852,72.0,72.0
MTA1,0.20412983095449852,72.0,72.0
FAM168B,0.20412983095449852,72.0,72.0
ZNF576,0.20421626214565244,72.0,72.0
CTSK,0.20421626214565244,72.0,72.0
PREX2,0.20421626214565244,72.0,72.0
PRDX2,0.20421626214565244,72.0,72.0
PRKD1,0.20421626214565244,72.0,72.0
SKA1,0.20421626214565244,72.0,72.0
C18orf19,0.20421626214565244,72.0,72.0
C7orf10,0.20421626214565244,72.0,72.0
TMEM65,0.20421626214565244,72.0,72.0
ODZ3,0.20421626214565244,72.0,72.0
FNDC3B,0.20421626214565244,72.0,72.0
RAPGEF1,0.20421626214565244,72.0,72.0
PRDM8,0.20421626214565244,72.0,72.0
EYA2,0.20421626214565244,72.0,72.0
TXNDC5,0.20421626214565244,72.0,72.0
RCN1,0.20421626214565244,72.0,72.0
THADA,0.20421626214565244,72.0,72.0
HADH,0.20421626214565244,72.0,72.0
COMMD8,0.20421626214565244,72.0,72.0
NUP37,0.2049657843710035,72.0,78.0
COLQ,0.2049657843710035,72.0,72.0
C16orf61,0.2049657843710035,72.0,72.0
CD244,0.2049657843710035,72.0,72.0
CCRN4L,0.2049657843710035,72.0,72.0
MRPL22,0.2049657843710035,72.0,72.0
LOC100507463,0.2049657843710035,72.0,72.0
IMP4,0.2049657843710035,72.0,72.0
IKBIP,0.2049657843710035,72.0,72.0
CTSO,0.20499357574119656,72.0,72.0
DDX6,0.20499357574119656,72.0,72.0
TANC2,0.20499357574119656,72.0,72.0
ZNF389,0.20499357574119656,72.0,72.0
LMBRD1,0.20507585027711936,72.0,72.0
UHMK1,0.20526381603503768,72.0,72.0
ZBED6,0.20526381603503768,72.0,72.0
GPT2,0.20526639209090067,72.0,72.0
CCDC142,0.20526639209090067,72.0,72.0
PITPNC1,0.20555132472191956,72.0,72.0
HSPA2,0.20555132472191956,72.0,72.0
CHCHD3,0.20555132472191956,72.0,72.0
ZNF496,0.20555132472191956,72.0,72.0
ARFGAP3,0.20555132472191956,72.0,72.0
SNAP29,0.20746481769358988,72.0,72.0
MFSD5,0.20746481769358988,72.0,72.0
ITGA7,0.2083789641983665,72.0,72.0
MYOCD,0.2083789641983665,72.0,72.0
IGFALS,0.2083789641983665,72.0,72.0
LRP4,0.2083789641983665,72.0,72.0
C21orf34,0.2083789641983665,72.0,72.0
LDLRAD2,0.2083789641983665,72.0,72.0
SCN4B,0.2083789641983665,72.0,72.0
PPP1R3F,0.2083789641983665,72.0,72.0
SPRY1,0.2083789641983665,72.0,72.0
EDA,0.2083789641983665,72.0,72.0
TTLL3,0.2083789641983665,72.0,72.0
PDGFRB,0.2083789641983665,72.0,72.0
JAM3,0.2083789641983665,72.0,72.0
CCDC19,0.2083789641983665,72.0,72.0
LOC100132163,0.2083789641983665,72.0,72.0
SLC40A1,0.2083789641983665,72.0,72.0
C5orf53,0.2083789641983665,72.0,72.0
CROCC,0.2083789641983665,72.0,72.0
NOVA2,0.2083789641983665,72.0,72.0
SERPINF2,0.2083789641983665,72.0,72.0
CCDC8,0.2083789641983665,72.0,72.0
PTGR2,0.2087799524686904,72.0,72.0
LDHD,0.20884208878307864,72.0,72.0
PNPLA3,0.20884208878307864,72.0,72.0
PDCD7,0.20884208878307864,72.0,72.0
ANXA5,0.20884208878307864,72.0,72.0
HADHB,0.20884208878307864,72.0,72.0
C16orf74,0.20884821393072744,72.0,72.0
LIMK2,0.20884821393072744,72.0,72.0
CCL20,0.20884821393072744,72.0,72.0
MRPL54,0.20891918084398836,72.0,72.0
SREBF2,0.20891918084398836,72.0,72.0
HBEGF,0.20891918084398836,72.0,72.0
C17orf69,0.20891918084398836,72.0,72.0
PTGER4,0.20891918084398836,72.0,72.0
ZNF575,0.20891918084398836,72.0,72.0
CCRL2,0.20891918084398836,72.0,72.0
FDXR,0.20891918084398836,72.0,72.0
C2orf89,0.20891918084398836,72.0,72.0
DGAT1,0.20891918084398836,72.0,72.0
PSPH,0.2093028675424778,72.0,72.0
TLK1,0.2093028675424778,72.0,72.0
AGPS,0.2093028675424778,72.0,72.0
TNRC18,0.2097418736411738,72.0,72.0
HDAC11,0.2097418736411738,72.0,72.0
COG3,0.21004180901837102,72.0,72.0
MTFR1,0.21004180901837102,72.0,72.0
PPP1CA,0.21004180901837102,72.0,72.0
SLC34A2,0.2101754832398791,72.0,72.0
ZNF691,0.2101754832398791,72.0,72.0
EGF,0.2101754832398791,72.0,72.0
MRTO4,0.21030960063090612,72.0,72.0
GPS2,0.21030960063090612,72.0,72.0
HSD17B10,0.21030960063090612,72.0,72.0
FICD,0.21030960063090612,72.0,78.0
ELOF1,0.21030960063090612,72.0,72.0
IRAK1,0.21030960063090612,72.0,72.0
MDFI,0.21030960063090612,72.0,72.0
TOMM40L,0.21030960063090612,72.0,72.0
FARSB,0.21030960063090612,72.0,78.0
TMEM199,0.21030960063090612,72.0,78.0
DNAJC2,0.21030960063090612,72.0,72.0
PDIA5,0.21030960063090612,72.0,72.0
ZNF469,0.21030960063090612,72.0,72.0
P4HA1,0.21030960063090612,72.0,72.0
LHFPL2,0.21030960063090612,72.0,72.0
SCAF1,0.21030960063090612,72.0,72.0
SLFN11,0.21030960063090612,72.0,72.0
F5,0.21030960063090612,72.0,72.0
GZF1,0.21060215009598476,72.0,72.0
SH3RF3,0.21065934998366714,72.0,72.0
MARK1,0.21066315513314393,72.0,72.0
ZNF670,0.21066315513314393,72.0,72.0
MCM3AP,0.21066315513314393,72.0,72.0
CLTCL1,0.21066315513314393,72.0,72.0
RFC2,0.21066315513314393,72.0,72.0
TRRAP,0.21066315513314393,72.0,72.0
NUDT21,0.21066315513314393,72.0,72.0
IRF7,0.21066315513314393,72.0,72.0
MYCL1,0.21066315513314393,72.0,72.0
CREB3L2,0.21066315513314393,72.0,72.0
RAB43,0.2115782481863992,72.0,72.0
ZNF727,0.21184602380912468,72.0,72.0
COLEC11,0.21344665130800036,72.0,72.0
NYNRIN,0.21344665130800036,72.0,72.0
CX3CL1,0.21344665130800036,72.0,72.0
SGCA,0.2135430312272821,72.0,72.0
PVRL3,0.2135430312272821,72.0,72.0
GLIS2,0.2135430312272821,72.0,72.0
SYNGAP1,0.2135430312272821,72.0,72.0
PRICKLE1,0.2135430312272821,72.0,72.0
UNKL,0.2135430312272821,72.0,72.0
PYGM,0.2135430312272821,72.0,72.0
FAM76A,0.2135430312272821,72.0,72.0
MYO5B,0.21401874636230556,72.0,72.0
CCDC138,0.21401874636230556,72.0,72.0
VPS13A,0.21401874636230556,72.0,72.0
C22orf32,0.21404116286979222,72.0,72.0
PGM5,0.21404116286979222,72.0,72.0
ESYT1,0.21404116286979222,72.0,72.0
ITM2B,0.21404116286979222,72.0,72.0
GATA2,0.21404116286979222,72.0,72.0
ANP32A,0.21404116286979222,72.0,72.0
C9orf103,0.21404116286979222,72.0,72.0
NUPR1,0.21404116286979222,72.0,72.0
VWA5A,0.21404116286979222,72.0,72.0
MEAF6,0.21429498003509864,72.0,72.0
LDOC1,0.2149313967620823,72.0,72.0
NRXN2,0.2149313967620823,72.0,72.0
C12orf43,0.2149313967620823,72.0,72.0
RARA,0.2149313967620823,72.0,72.0
DYRK1A,0.2149313967620823,72.0,72.0
GARNL3,0.2149313967620823,72.0,72.0
LUC7L2,0.2149313967620823,72.0,72.0
TSC2,0.2149313967620823,72.0,72.0
CDC14B,0.2149313967620823,72.0,72.0
NSMCE2,0.2149561098500936,72.0,72.0
SMARCA1,0.21497618729087722,72.0,72.0
MSL1,0.21503520772794837,72.0,72.0
PTGFR,0.21516472573766252,72.0,72.0
DNAH5,0.21516472573766252,72.0,72.0
TRPC1,0.21516472573766252,72.0,72.0
CECR2,0.21516472573766252,72.0,72.0
DKK2,0.21516472573766252,72.0,72.0
ZFP92,0.21516472573766252,72.0,72.0
DDX19B,0.2154741022101751,72.0,72.0
BRAF,0.2154741022101751,72.0,72.0
BRPF3,0.21550619607242932,72.0,72.0
SUSD1,0.21550619607242932,72.0,72.0
SLC12A2,0.21550619607242932,72.0,72.0
PSMG1,0.21550619607242932,72.0,78.0
ATAT1,0.21550619607242932,72.0,72.0
YIPF3,0.21550619607242932,72.0,72.0
ATF6B,0.21550619607242932,72.0,72.0
TRIB3,0.21550619607242932,72.0,72.0
ZMYND19,0.21550619607242932,72.0,72.0
C20orf94,0.21550619607242932,72.0,72.0
CSTF1,0.21550619607242932,72.0,72.0
C19orf52,0.21550619607242932,72.0,72.0
EEF1E1-MUTED,0.21550619607242932,72.0,72.0
CKAP4,0.21550619607242932,72.0,72.0
ENTPD7,0.21550619607242932,72.0,72.0
PIGU,0.21550619607242932,72.0,72.0
RUVBL1,0.21550619607242932,72.0,72.0
MLF1IP,0.21550619607242932,72.0,72.0
LOXL2,0.21550619607242932,72.0,72.0
CEPT1,0.21550619607242932,72.0,72.0
WWOX,0.21550619607242932,72.0,78.0
TCHP,0.21550619607242932,72.0,72.0
SNRPE,0.21550619607242932,72.0,72.0
C14orf179,0.21550619607242932,72.0,72.0
ACTR6,0.21550619607242932,72.0,72.0
TAX1BP1,0.21550619607242932,72.0,72.0
RNF157,0.21550619607242932,72.0,72.0
MORC2,0.21550619607242932,72.0,72.0
SERPINI1,0.21550619607242932,72.0,72.0
IDH3A,0.21550619607242932,72.0,72.0
GBA,0.21550619607242932,72.0,72.0
C15orf63,0.21552830340578222,72.0,72.0
ST6GALNAC2,0.21552830340578222,72.0,72.0
CLYBL,0.21552830340578222,72.0,72.0
SUV420H1,0.21583645288462708,72.0,72.0
LOC100506581,0.21635139664704925,72.0,72.0
MAPK12,0.21635139664704925,72.0,72.0
COPE,0.21635139664704925,72.0,72.0
PTBP2,0.2163563693939221,72.0,72.0
NUDT16,0.2163563693939221,72.0,72.0
FBXO4,0.2163563693939221,72.0,72.0
IFT80,0.2163563693939221,72.0,72.0
ZNF57,0.21654501176670163,72.0,72.0
KBTBD12,0.21654501176670163,72.0,72.0
CLINT1,0.21669746598344639,72.0,72.0
DPH2,0.21679971320391342,72.0,72.0
YPEL2,0.21679971320391342,72.0,72.0
DLST,0.21679971320391342,72.0,72.0
PGAM5,0.21679971320391342,72.0,72.0
ECT2,0.21679971320391342,72.0,72.0
EPM2AIP1,0.2169539393954452,72.0,72.0
VPS26B,0.2169539393954452,72.0,72.0
MPZL2,0.2169539393954452,72.0,72.0
HRASLS2,0.2169539393954452,72.0,72.0
HACL1,0.2169539393954452,72.0,72.0
HIPK3,0.2169539393954452,72.0,72.0
SOX17,0.2187297099792685,72.0,72.0
LZTS2,0.2187297099792685,72.0,72.0
TRAPPC2,0.21956811835948728,72.0,72.0
TTC39B,0.22023680983722596,72.0,78.0
PPAP2A,0.22034514418648776,72.0,72.0
ITIH5,0.22034514418648776,72.0,72.0
LOC100526820,0.22034514418648776,72.0,72.0
C8orf40,0.22034514418648776,72.0,72.0
EXOC3L4,0.22034514418648776,72.0,72.0
TM2D1,0.22034514418648776,72.0,72.0
CACNA1H,0.22034514418648776,72.0,72.0
NEBL,0.22034514418648776,72.0,72.0
KLHL29,0.22034514418648776,72.0,72.0
LAMTOR3,0.22034514418648776,72.0,72.0
PLXNB1,0.22034514418648776,72.0,72.0
LOC100506144,0.22034514418648776,72.0,72.0
LOC113230,0.22034514418648776,72.0,72.0
LOC100101266,0.22034514418648776,72.0,72.0
LOC678655,0.22034514418648776,72.0,72.0
CST3,0.22034514418648776,72.0,72.0
ATN1,0.22034514418648776,72.0,72.0
C3orf33,0.2205250979219187,72.0,72.0
FHL2,0.22074171681205773,72.0,72.0
STXBP5,0.22074171681205773,72.0,72.0
KCMF1,0.22074171681205773,72.0,72.0
FER1L4,0.22074171681205773,72.0,72.0
KIAA1107,0.22076462024187868,72.0,72.0
MZB1,0.22076462024187868,72.0,72.0
STAG3L1,0.22076462024187868,72.0,72.0
SULT1A1,0.2208156407357967,72.0,72.0
BTBD2,0.2208156407357967,72.0,72.0
MUDENG,0.22112545838777173,72.0,72.0
RP2,0.2214485222592731,72.0,72.0
C13orf30,0.2214485222592731,72.0,72.0
TAP1,0.22165779443400668,72.0,72.0
LILRB4,0.22165779443400668,72.0,72.0
LACTB2,0.22165779443400668,72.0,72.0
STOML2,0.22165779443400668,72.0,72.0
DNAJC1,0.22165779443400668,72.0,78.0
PCDHA12,0.22195096786554885,72.0,72.0
MCCC1,0.22195096786554885,72.0,72.0
ZFYVE19,0.22195096786554885,72.0,72.0
MYO9A,0.22195096786554885,72.0,72.0
MARVELD3,0.2220831567938445,72.0,72.0
PARP2,0.2220831567938445,72.0,72.0
RNFT1,0.2220831567938445,72.0,72.0
ARID4A,0.2220831567938445,72.0,72.0
VARS2,0.2220831567938445,72.0,72.0
ELAC2,0.2220831567938445,72.0,72.0
CTNNBL1,0.2220831567938445,72.0,72.0
DDX11,0.2220831567938445,72.0,72.0
C20orf106,0.22220549102443657,72.0,72.0
ZNF420,0.22226218700675476,72.0,72.0
CXCL9,0.22226218700675476,72.0,72.0
FLII,0.22226218700675476,72.0,72.0
PTPRD,0.22226218700675476,72.0,72.0
ANAPC2,0.22226218700675476,72.0,72.0
PRRX1,0.22226218700675476,72.0,72.0
SLC35C1,0.22226218700675476,72.0,72.0
SCCPDH,0.22226218700675476,72.0,72.0
SPATA17,0.22226218700675476,72.0,72.0
C2orf44,0.22234623102106413,72.0,72.0
LOC731275,0.22234623102106413,72.0,72.0
C1orf150,0.22234623102106413,72.0,72.0
CCDC109B,0.22234623102106413,72.0,72.0
EIF2AK4,0.22234623102106413,72.0,72.0
TRAPPC2P1,0.22234623102106413,72.0,72.0
PLXNA4,0.22253745681135367,72.0,72.0
LRRC1,0.22254392837233028,72.0,72.0
SIK2,0.22336406124427882,72.0,72.0
THAP9,0.22336406124427882,72.0,72.0
LOC389641,0.22336406124427882,72.0,72.0
INE2,0.22504780393820117,72.0,72.0
CA5B,0.22504780393820117,72.0,72.0
GPRASP1,0.22504780393820117,72.0,72.0
ST6GALNAC6,0.22504780393820117,72.0,72.0
LRGUK,0.22530835288414028,72.0,72.0
SRSF4,0.22571759008344272,72.0,72.0
GPM6A,0.22571759008344272,72.0,72.0
